"image","xmin","ymin","xmax","ymax","label"
"20200322_222346.jpg",2122.4188858218135,1571.6069645690918,2323.596017968018,1785.2310118103028,"support"
"20200322_222346.jpg",946.3063029009489,1283.6789881896973,1153.673524264878,1707.8310118103027,"clockwise_left"
"20200322_222346.jpg",2459.777272361176,1330.1189881896973,2586.6738061592077,1714.022917327881,"counterclockwise_right"
"20200322_222346.jpg",1184.6238522873712,1556.1269645690918,2428.8269443386835,1587.0869645690918,"beam_line"
"20200322_222346.jpg",1255.8097011920104,1568.5110118103028,1339.375492399836,1865.7269645690917,"arrow_up"
"20200322_222346.jpg",1995.5223520237817,1782.1350590515137,2453.587301209583,1912.1669645690918,"ground"
"20200322_222346.jpg",3933.012839005389,1249.6230354309082,4050.624179943768,1633.526964569092,"arrow_up"
"20200322_222346.jpg",1341.317214255137,1325.255102132822,1754.4943386130137,1578.5641240206633,"load_down"
"20200322_222350.jpg",1107.2480322311387,1667.582917327881,1354.8506564110826,1921.4550590515137,"support"
"20200322_222350.jpg",998.9218841524133,1921.4550590515137,1515.7922676751405,2020.526964569092,"ground"
"20200322_222350.jpg",2555.723478136715,1875.0150590515136,3001.408012754803,1977.182917327881,"ground"
"20200322_222350.jpg",2642.3842549203373,1593.2791062927247,2920.937207122774,1865.726964569092,"roller_support"
"20200322_222350.jpg",955.5913776944705,1574.7029173278809,2750.710402999063,1667.5829173278808,"beam_line"
"20200322_222350.jpg",1153.673524264878,11.222976379394531,1580.7881454281865,113.39095275878907,"ground"
"20200322_222353.jpg",606.6265000805413,138.15898818969728,2506.976569821931,234.13500000000002,"beam_line"
"20200322_222353.jpg",633.7080371002226,469.4310118103027,1193.9090451470242,577.7910118103027,"ground"
"20200322_222353.jpg",2258.600140214972,422.9909527587891,2744.5204318474694,534.4469645690918,"ground"
"20200322_222353.jpg",729.6540067434981,237.23095275878907,1039.1572869684278,481.8149409484863,"support"
"20200322_222353.jpg",2366.9262882936973,159.83095275878907,2639.289269344541,426.08696456909183,"roller_support"
"20200322_222353.jpg",1600.1319823761141,1254.2669645690914,1694.5304592314906,1331.28,"node"
"20200322_222353.jpg",1600.1319823761141,1254.2669645690914,1694.5304592314906,1331.28,"beam_line"
"20200322_222353.jpg",465.80241312529307,1673.7749409484863,591.925023430178,1787.94,"node"
"20200322_222353.jpg",1257.357075913777,1675.71,1385.8009844335754,1794.5191062927245,"node"
"20200322_222353.jpg",1877.9112472176664,1636.622917327881,1983.1424097205952,1735.6950590515137,"node"
"20200322_222353.jpg",321.10965323336455,1757.3669645690918,658.4682759049906,1970.9910118103028,"support"
"20200322_222353.jpg",1791.2502343017807,1704.7350590515136,2041.947844057521,1890.4950590515136,"support"
"20200322_222353.jpg",212.7835051546392,1946.2229173278809,754.4142455482662,2113.406964569092,"ground"
"20200322_222353.jpg",1720.064621529405,1859.5350590515138,2137.8940498330603,2008.142917327881,"ground"
"20200322_222353.jpg",961.7814669121955,1156.7430354309083,1076.2977042086459,1255.8149409484865,"node"
"20200322_222353.jpg",358.25007047358247,1131.9749409484864,971.0665417057173,1265.49,"arrow_left"
"20200322_222353.jpg",1277.4748363548501,751.1669645690919,1407.4661195964152,1704.7350590515139,"arrow_down"
"20200322_222353.jpg",572.5810684161199,1250.01,1005.8856607310215,1702.8,"beam_line_45"
"20200322_222353.jpg",1056.1799437675727,1250.0099999999998,1333.1265229615747,1687.644940948486,"beam_line_135"
"20200322_222353.jpg",1399.6110132819822,802.1269645690918,1687.4489222118088,1275.8149409484863,"beam_line_135"
"20200322_222353.jpg",584.187441424555,1723.3110118103025,1317.7103572369963,1772.46,"beam_line"
"20200322_222353.jpg",1375.7422222791713,1693.8991062927241,1884.1012183692596,1753.11,"beam_line"
"20200322_222353.jpg",1673.5801312089973,1294.8400000000001,1909.5763823805066,1679.904940948486,"beam_line_135"
"20200322_222353.jpg",1371.8144329896907,1302.58,1650.3673851921287,1732.15,"beam_line_45"
"20200322_222353.jpg",1679.8291006472587,1125.7830354309083,2360.736317142104,1283.6789881896973,"arrow_right"
"20200322_222353.jpg",1045.3473761861528,769.7430354309082,1373.4208059981256,1209.3749409484863,"beam_line_45"
"20200322_222353.jpg",1344.0180888296634,781.353035430908,1419.8462980318654,855.2699999999999,"node"
"20200322_222353.jpg",1498.143653681507,182.34862012987014,2246.0843375428085,468.8290820926815,"load_up"
"20200322_222356.jpg",998.9218841524133,621.1349409484864,1153.673524264878,1162.9349409484864,"ground"
"20200322_222356.jpg",1128.9131673939785,751.1669645690919,1373.4208059981256,1085.5349409484863,"support"
"20200322_222356.jpg",1299.13997151769,1729.5029173278808,2252.410169063379,1909.0710118103027,"arrow_right"
"20200322_222356.jpg",1655.068743776359,1116.4949409484864,1788.1552487259842,1602.5669645690919,"ground"
"20200322_222356.jpg",1345.5654635514293,1200.0869645690918,1682.9240862230554,1518.9750590515137,"roller_support"
"20200322_222356.jpg",1249.6194939081538,856.4310118103027,1379.6110132819822,1977.1829173278807,"beam_line"
"20200322_222348.jpg",1843.8659336193768,553.0230354309082,1955.2870672738989,1060.7669645690917,"ground"
"20200322_222348.jpg",1803.6304127372307,1410.6149409484863,1911.956560815956,1754.2710118103028,"ground"
"20200322_222348.jpg",1961.477038425492,664.4789881896972,2125.5138713976103,912.1589881896973,"support"
"20200322_222348.jpg",1908.8615752401595,1457.0550590515138,2103.8485001025074,1673.7750590515138,"roller_support"
"20200322_222348.jpg",2082.183364939667,605.6549409484863,2134.798828125,1797.6150590515135,"beam_line"
"20200322_222348.jpg",2085.278350515464,1673.7750590515136,2855.9415655019916,1809.9991062927245,"arrow_right"
"20200322_222348.jpg",2128.608856973407,1101.0149409484864,2781.660731021556,1215.5669645690919,"arrow_right"
"20200322_222348.jpg",2119.3236641137537,587.0789881896973,2747.615417423266,720.2069645690918,"arrow_left"
"20200322_222348.jpg",3826.4109589041095,82.83429990495955,4118.952236729452,185.36415853128807,"ground"
"20200322_222348.jpg",3898.792604880137,1.4135551948051948,4118.952236729452,103.9434138211337,"support"
"20200322_222348.jpg",2068.1469873715755,16.491477272727273,2508.46694135274,158.22391029456995,"ground"
"20200322_222414.jpg",822.504990810977,741.8789881896973,1410.5613413044753,887.3910118103029,"ground"
"20200322_222414.jpg",1720.064621529405,1063.8630354309082,2270.980318650422,1178.4149409484864,"arrow_right"
"20200322_222414.jpg",1079.3926897844424,1565.4150590515137,1187.7188378631677,1933.8391062927246,"arrow_down"
"20200322_222414.jpg",977.2566309234419,1023.6149409484864,1116.5331070246602,1342.5030354309083,"clockwise_left"
"20200322_222414.jpg",1416.7513124560685,1122.6869645690917,1682.9240862230554,1327.023035430908,"beam_line_45"
"20200322_222414.jpg",1150.5785386890816,1323.9269645690918,1404.3711340206187,1559.2229173278809,"beam_line_45"
"20200322_222414.jpg",1141.2933458294283,1020.5189881896973,1367.2308348465324,1209.3749409484865,"beam_line_45"
"20200322_222414.jpg",1091.7728682198922,1221.7589881896972,1172.2436738519214,1509.6869645690917,"beam_line_90"
"20200322_222414.jpg",1079.3926897844424,915.2549409484864,1141.2933458294283,1178.4149409484864,"beam_line_90"
"20200322_222414.jpg",1395.0861772932287,989.5589881896973,1661.2589510602156,1122.6869645690917,"beam_line_135"
"20200322_222414.jpg",1141.2933458294283,865.7189881896973,1361.0406275626758,1014.3269645690918,"beam_line_135"
"20200322_222414.jpg",1156.7685098406748,1187.7030354309081,1379.6110132819822,1308.4469645690917,"beam_line_135"
"20200322_222414.jpg",1364.1358492707357,1054.5749409484863,1419.846298031865,1283.6789881896973,"beam_line_90"
"20200322_222414.jpg",1094.867853795689,1500.3991062927246,1181.5288667115747,1574.7029173278809,"node"
"20200322_222414.jpg",1648.8787726247658,1070.0549409484863,1729.3495782567948,1162.9349409484862,"node"
"20200322_222414.jpg",1339.375492399836,964.7910118103027,1422.9412836076617,1048.3830354309082,"node"
"20200322_222414.jpg",1357.945641986879,1265.1030354309082,1422.9412836076617,1333.2149409484864,"node"
"20200322_222414.jpg",1063.9175257731958,840.9510118103027,1166.0537027003281,930.7349409484864,"node"
"20200322_222407.jpg",729.6540067434981,673.7669645690918,1416.7513124560685,862.6230354309082,"ground"
"20200322_222407.jpg",1760.2999062792878,1066.9589881896973,2410.25679475164,1196.9910118103028,"arrow_right"
"20200322_222407.jpg",1008.2069589459348,1642.8150590515138,1122.7231962423853,2107.215059051514,"arrow_down"
"20200322_222407.jpg",887.5006324317596,1008.1349409484864,1057.727436555471,1373.4630354309083,"clockwise_left"
"20200322_222407.jpg",1410.5613413044753,1131.9749409484864,1735.5397855406513,1361.0789881896974,"beam_line_45"
"20200322_222407.jpg",1107.2480322311387,1370.3669645690918,1398.1811628690252,1649.006964569092,"beam_line_45"
"20200322_222407.jpg",1032.967197750703,1243.4310118103028,1119.628092600457,1605.662917327881,"beam_line_90"
"20200322_222407.jpg",1017.4920337394565,878.1030354309082,1094.867853795689,1203.1830354309081,"beam_line_90"
"20200322_222407.jpg",1345.5654635514295,1032.903035430908,1435.3214620431115,1305.3510118103025,"beam_line_90"
"20200322_222407.jpg",1413.6563268802718,977.1749409484863,1707.684443093955,1147.4549409484864,"beam_line_135"
"20200322_222407.jpg",1085.5827790021674,816.1830354309083,1367.2308348465324,1008.1349409484864,"beam_line_135"
"20200322_222407.jpg",1104.1529285892104,1014.3269645690918,1336.2805068240393,1215.5669645690919,"beam_line_45"
"20200322_222407.jpg",1122.7231962423853,1187.7030354309081,1342.4704779756328,1348.6949409484862,"beam_line_135"
"20200322_222407.jpg",1122.7231962423853,1187.7030354309081,1342.4704779756328,1348.6949409484862,"node"
"20200322_222407.jpg",1339.375492399836,1299.1589881896973,1435.3214620431115,1401.3269645690918,"node"
"20200322_222407.jpg",1311.5201499531397,946.2149409484864,1422.9412836076617,1054.5749409484863,"node"
"20200322_222407.jpg",1682.9240862230554,1076.246964569092,1775.7750702905344,1172.2230354309083,"node"
"20200322_222407.jpg",1017.4920337394565,1178.4149409484864,1110.3430178069354,1255.8149409484865,"node"
"20200322_222407.jpg",1029.8722121749063,1574.7029173278809,1150.5785386890816,1673.7750590515136,"node"
"20200322_222359.jpg",435.6258905298149,655.1910118103027,677.0384254920338,1970.9910118103026,"ground"
"20200322_222359.jpg",1351.7556708352859,1887.3991062927246,2252.410169063379,2104.1191062927246,"arrow_right"
"20200322_222359.jpg",1834.5807407597235,1435.382917327881,3084.974040094892,1844.0550590515138,"load_up"
"20200322_222359.jpg",562.5221881955835,1871.9191062927246,1243.4295227565603,1949.3191062927247,"beam_line"
"20200322_222359.jpg",658.4682759049906,865.7189881896973,1379.6110132819822,940.0230354309082,"beam_line"
"20200322_222359.jpg",1518.8874893832005,847.1430354309082,2345.2611531308576,930.7349409484863,"beam_line"
"20200322_222359.jpg",2456.68228678538,896.6789881896973,3004.5032344628635,1435.382917327881,"beam_line_135"
"20200322_222359.jpg",1456.9868333382146,943.1189881896973,1825.2955479000702,1373.4630354309083,"beam_line_135"
"20200322_222359.jpg",1088.677764577964,1388.9430354309081,1280.5698219306466,1918.3591062927244,"beam_line_135"
"20200322_222359.jpg",1156.7685098406748,1299.1589881896973,1785.0602631501874,1398.2310118103028,"beam_line"
"20200322_222359.jpg",568.7122774133084,1382.7510118103028,1042.2522725442245,1881.2069645690917,"beam_line_45"
"20200322_222359.jpg",1094.867853795689,930.7349409484864,1432.226476467315,1280.5830354309082,"beam_line_45"
"20200322_222359.jpg",1311.5201499531397,1426.0950590515138,1843.8659336193768,1924.551011810303,"beam_line_45"
"20200322_222359.jpg",1927.4317248272025,930.7349409484864,2373.116495577554,1382.7510118103028,"beam_line_45"
"20200322_222359.jpg",1382.705998857779,825.4710118103028,1537.4576389702438,964.7910118103027,"node"
"20200322_222359.jpg",2308.1208539567715,809.9910118103028,2509.2979861029758,958.5989881896974,"node"
"20200322_222359.jpg",2933.317385558224,1382.7510118103028,3088.069025670689,1537.5510118103027,"node"
"20200322_222359.jpg",1218.6691658856607,1862.6310118103029,1351.7556708352859,2011.2391062927247,"node"
"20200322_222359.jpg",986.5417057169635,1237.2389881896972,1175.338659427718,1450.862917327881,"node"
"20200322_222359.jpg",1791.2502343017807,1320.8310118103027,1955.2870672738989,1466.3429173278807,"node"
"20200322_222359.jpg",1090.9983331549658,1.4135551948051948,2125.4487211044525,161.23950621369596,"arrow_right"
"20200322_222426.jpg",1961.477038425492,822.3749409484864,2085.278350515464,1119.591011810303,"arrow_up"
"20200322_222426.jpg",1227.954358745314,1066.9589881896973,1667.4489222118088,1159.8389881896974,"arrow_left"
"20200322_222426.jpg",1152.8997188378632,1429.1910118103028,1410.5613413044755,1683.062917327881,"roller_support"
"20200322_222426.jpg",1689.114293506912,1097.9189881896973,1983.1424097205952,1150.5510118103027,"beam_line"
"20200322_222426.jpg",1772.6800847147376,1407.5189881896972,1998.6175737318417,1447.7669645690917,"beam_line"
"20200322_222426.jpg",1416.7513124560685,1401.3269645690918,1701.4942358100984,1460.1510118103029,"beam_line"
"20200322_222426.jpg",1961.477038425492,1119.5910118103027,2051.2330369171746,1404.4230354309082,"beam_line_135"
"20200322_222426.jpg",1651.9737582005623,1135.0710118103027,1751.0149495518979,1413.7110118103028,"beam_line_135"
"20200322_222426.jpg",1404.3711340206187,1144.3589881896974,1651.9737582005625,1404.4230354309084,"beam_line_45"
"20200322_222426.jpg",1751.0149495518979,1135.0710118103027,1976.9522024367386,1407.5189881896972,"beam_line_45"
"20200322_222426.jpg",2001.7125593076382,1404.4230354309082,2060.5182297768274,1453.9591062927245,"node"
"20200322_222426.jpg",1704.5894575181585,1395.1349409484865,1785.0602631501874,1469.4391062927248,"node"
"20200322_222426.jpg",1364.1358492707357,1379.6549409484865,1429.1314908915183,1450.862917327881,"node"
"20200322_222426.jpg",1642.6888014731728,1099.08,1707.6844430939552,1166.0310118103027,"node"
"20200322_222426.jpg",1952.1920816981021,1097.9189881896973,2019.5089034676664,1150.5510118103027,"node"
"20200322_222426.jpg",107.55240168477624,1871.9191062927246,212.78350515463916,2054.5829173278808,"arrow_down"
"20200322_222426.jpg",107.55240168477624,2048.3910118103026,212.78350515463916,2119.5991062927246,"node"
"20200322_222426.jpg",126.1226103048852,2104.1191062927246,166.35801312089973,2320.8391062927244,"beam_line_90"
"20200322_222426.jpg",0,2060.775059051514,157.07293832737815,2218.671011810303,"beam_line_45"
"20200322_222403.jpg",615.1377694470478,1918.3591062927246,1744.8247422680415,2190.8069645690916,"ground"
"20200322_222403.jpg",2657.859418931584,1203.1830354309081,2905.4620431115277,1862.6310118103027,"ground"
"20200322_222403.jpg",1426.0365053157218,528.2549409484864,2431.9221660467433,1011.2310118103028,"load_down"
"20200322_222403.jpg",1141.2933458294283,1057.6710118103028,1537.4576389702438,1596.3750590515137,"beam_line_45"
